"GDF","ET","GDF_prev","DF_prev"
"0.0000416084934","0.00000000","0.0000402098886","0.0000706575606"
"0.0000403847142","0.00000000","0.0000416084934","0.0000669794958"
"0.0000606644841","0.00000000","0.0000403847142","0.0000605912780"
"0.0000416084934","0.00000000","0.0000606644841","0.0000871120610"
"0.0000587414025","0.00000000","0.0000416084934","0.0000962104318"
"0.0000433567495","0.00000000","0.0000587414025","0.0001167301617"
"0.0000517483784","0.00000000","0.0000433567495","0.0001293130149"
"0.0000557693673","0.00000000","0.0000517483784","0.0001236991266"
"0.0000531469832","0.00000000","0.0000557693673","0.0001353140680"
"0.0000472029127","0.00000000","0.0000531469832","0.0001279579384"
"0.0000625875658","0.00000000","0.0000472029127","0.0001279579384"
"0.0000461539591","0.00000000","0.0000625875658","0.0001176980735"
"0.0106577183930","0.00000000","0.0000461539591","0.0001360883974"
"0.1306971730350","0.01204819","0.0106577183930","0.0081277488695"
"0.2952779954357","0.04819277","0.1306971730350","0.0426520008672"
"0.4231978889459","0.14457831","0.2952779954357","0.0496693613331"
"0.4959253396774","0.22891566","0.4231978889459","0.0518568419748"
"0.5131806266659","0.31325301","0.4959253396774","0.0520523601561"
"0.4692294701421","0.33734940","0.5131806266659","0.0520504243325"
"0.3734425224118","0.30120482","0.4692294701421","0.0508192405377"
"0.2328477727043","0.24096386","0.3734425224118","0.0918567645419"
"0.0886411260447","0.14457831","0.2328477727043","0.2676005079601"
"0.0040313035731","0.03614458","0.0886411260447","0.1229054388899"
"0.0000466784359","0.01204819","0.0040313035731","0.0045137598340"
"0.0000562938441","0.00000000","0.0000466784359","0.0000675602428"
"0.0000417833191","0.00000000","0.0000562938441","0.0000605912780"
"0.0000431819239","0.00000000","0.0000417833191","0.0000547838072"
"0.0000428322727","0.00000000","0.0000431819239","0.0000634950133"
"0.0000363637254","0.01204819","0.0000428322727","0.0000625271015"
"0.0000466784359","0.00000000","0.0000363637254","0.0000778201078"
"0.0000538462856","0.01204819","0.0000466784359","0.0000563324661"
"0.0000435315751","0.01204819","0.0000538462856","0.0000878863904"
"0.0000465036103","0.01204819","0.0000435315751","0.0000863377315"
"0.0000510490760","0.01204819","0.0000465036103","0.0000727869665"
"0.0000358392486","0.01204819","0.0000510490760","0.0000942746082"
"0.0000500001224","0.01204819","0.0000358392486","0.0000969847612"
"0.0125738069988","0.01204819","0.0000500001224","0.0000998884966"
"0.1386517379588","0.03614458","0.0125738069988","0.0086645527473"
"0.2976206585121","0.06024096","0.1386517379588","0.0387706745958"
"0.4282678314248","0.18072289","0.2976206585121","0.0461810072477"
"0.5114148880784","0.28915663","0.4282678314248","0.0457299603543"
"0.5265722678342","0.34939759","0.5114148880784","0.0430720745834"
"0.4737050055717","0.38554217","0.5265722678342","0.0457919067088"
"0.3808900930876","0.36144578","0.4737050055717","0.0515742117326"
"0.2356449823479","0.28915663","0.3808900930876","0.1160410084867"
"0.0849750331557","0.18072289","0.2356449823479","0.2842098742489"
"0.0040743106714","0.07228916","0.0849750331557","0.1168424394474"
"0.0000561190185","0.03614458","0.0040743106714","0.0045505404819"
"0.0000486015176","0.01204819","0.0000561190185","0.0000542030601"
"0.0000421329703","0.00000000","0.0000486015176","0.0000573003779"
"0.0000562938441","0.00000000","0.0000421329703","0.0000754971195"
"0.0000510490760","0.00000000","0.0000562938441","0.0000811110079"
"0.0000449301799","0.00000000","0.0000510490760","0.0000998884966"
"0.0000646854730","0.00000000","0.0000449301799","0.0000913708728"
"0.0000618882634","0.00000000","0.0000646854730","0.0000929195317"
"0.0000531469832","0.00000000","0.0000618882634","0.0001084061203"
"0.0000564686697","0.00000000","0.0000531469832","0.0001287322679"
"0.0000480770407","0.00000000","0.0000564686697","0.0000998884966"
"0.0000491259944","0.00000000","0.0000480770407","0.0001186659853"
"0.0000500001224","0.00000000","0.0000491259944","0.0000880799727"
"0.0130919900853","0.00000000","0.0000500001224","0.0001056959673"
"0.1431972036295","0.01204819","0.0130919900853","0.0088811714056"
"0.3014843043322","0.04819277","0.1431972036295","0.0345815523756"
"0.4286524477507","0.14457831","0.3014843043322","0.0444678033823"
"0.5020792008931","0.25301205","0.4286524477507","0.0521801245122"
"0.5127785277796","0.32530120","0.5020792008931","0.0575288050548"
"0.4667819117040","0.34939759","0.5127785277796","0.0657812209626"
"0.3517466651142","0.32530120","0.4667819117040","0.0740510592827"
"0.1987218150534","0.26506024","0.3517466651142","0.1550517252060"
"0.0645746335743","0.18072289","0.1987218150534","0.2438479526730"
"0.0052935444248","0.07228916","0.0645746335743","0.0841541225299"
"0.0000465036103","0.02409639","0.0052935444248","0.0061272687852"
"0.0000384616326","0.00000000","0.0000465036103","0.0000749163724"
"0.0000384616326","0.00000000","0.0000384616326","0.0000844019079"
"0.0000435315751","0.00000000","0.0000384616326","0.0000888543022"
"0.0000384616326","0.00000000","0.0000435315751","0.0000952425200"
"0.0000428322727","0.00000000","0.0000384616326","0.0001231183795"
"0.0000536714600","0.00000000","0.0000428322727","0.0001180852382"
"0.0000569931465","0.00000000","0.0000536714600","0.0001207953912"
"0.0000417833191","0.00000000","0.0000569931465","0.0001254413678"
"0.0000428322727","0.00000000","0.0000417833191","0.0001310552561"
"0.0000377623302","0.00000000","0.0000428322727","0.0001629963452"
"0.0000484266920","0.00000000","0.0000377623302","0.0001275707737"
"0.0000510490760","0.00000000","0.0000484266920","0.0001298937620"
"0.0124318486094","0.00000000","0.0000510490760","0.0001144071734"
"0.0968684189087","0.01204819","0.0124318486094","0.0109770875921"
"0.1406447498298","0.04819277","0.0968684189087","0.0886394257573"
"0.2254351671490","0.14457831","0.1406447498298","0.1539483057672"
"0.2702429691261","0.20481928","0.2254351671490","0.2185660967602"
"0.2517813854789","0.25301205","0.2702429691261","0.2544949823453"
"0.2653653348103","0.25301205","0.2517813854789","0.2596442730595"
"0.1698231429238","0.21686747","0.2653653348103","0.2845196060212"
"0.1227426081113","0.18072289","0.1698231429238","0.1905160131326"
"0.0430745809518","0.12048193","0.1227426081113","0.1372034318280"
"0.0042078774319","0.07228916","0.0430745809518","0.0481226382952"
"0.0000384616326","0.04819277","0.0042078774319","0.0046920491854"
"0.0000370630278","0.03614458","0.0000384616326","0.0000768521960"
"0.0000372378534","0.03614458","0.0000370630278","0.0001006628260"
"0.0000325175621","0.03614458","0.0000372378534","0.0001027922319"
"0.0000346154693","0.03614458","0.0000325175621","0.0001078253732"
"0.0000402098886","0.03614458","0.0000346154693","0.0001167301617"
"0.0000347902949","0.03614458","0.0000402098886","0.0001093740321"
"0.0000295455269","0.03614458","0.0000347902949","0.0001120841851"
"0.0000417833191","0.02409639","0.0000295455269","0.0001122777675"
"0.0000370630278","0.02409639","0.0000417833191","0.0001157622499"
"0.0000389861094","0.01204819","0.0000370630278","0.0001266028619"
"0.0000421329703","0.00000000","0.0000389861094","0.0001115034380"
"0.0000312937829","0.00000000","0.0000421329703","0.0001337654092"
"0.0159787104374","0.00000000","0.0000312937829","0.0001258285325"
"0.1134663616310","0.03614458","0.0159787104374","0.0150864538809"
"0.2833199242096","0.07228916","0.1134663616310","0.0509470048938"
"0.4015544793291","0.14457831","0.2833199242096","0.0629007154804"
"0.4173237486945","0.21686747","0.4015544793291","0.0786312178653"
"0.2675331722840","0.26506024","0.4173237486945","0.1110310970699"
"0.1865539531041","0.27710843","0.2675331722840","0.2325040265130"
"0.2443163322428","0.27710843","0.1865539531041","0.1954910797250"
"0.2249106903409","0.19277108","0.2443163322428","0.2205987115158"
"0.0795169778388","0.13253012","0.2249106903409","0.2816158706560"
"0.0050835788759","0.06024096","0.0795169778388","0.1046874032088"
"0.0000513987272","0.03614458","0.0050835788759","0.0056965480394"
"0.0000349651205","0.01204819","0.0000513987272","0.0000625271015"
"0.0000293707013","0.01204819","0.0000349651205","0.0000834339962"
"0.0000456294823","0.01204819","0.0000293707013","0.0001093740321"
"0.0000403847142","0.01204819","0.0000456294823","0.0001091804497"
"0.0000269231428","0.01204819","0.0000403847142","0.0001130520969"
"0.0000288462244","0.01204819","0.0000269231428","0.0000971783436"
"0.0000281469220","0.01204819","0.0000288462244","0.0001126649322"
"0.0000293707013","0.00000000","0.0000281469220","0.0000971783436"
"0.0000377623302","0.00000000","0.0000293707013","0.0001444124388"
"0.0000423077959","0.00000000","0.0000377623302","0.0001109226909"
"0.0000288462244","0.00000000","0.0000423077959","0.0001080189556"
"0.0000479022151","0.00000000","0.0000288462244","0.0001417022858"
"0.0079814880666","0.00000000","0.0000479022151","0.0001165365793"
"0.0896079116278","0.02409639","0.0079814880666","0.0080007588428"
"0.1595259149236","0.06024096","0.0896079116278","0.0589806727374"
"0.2304176968265","0.16867470","0.1595259149236","0.1256659233104"
"0.3350158549339","0.24096386","0.2304176968265","0.1709641950071"
"0.2636345613433","0.27710843","0.3350158549339","0.1216394102707"
"0.2280400686295","0.27710843","0.2636345613433","0.1457016973301"
"0.1740714050699","0.25301205","0.2280400686295","0.1221814408722"
"0.1522706524107","0.20481928","0.1740714050699","0.1674409960974"
"0.1405048893476","0.13253012","0.1522706524107","0.1813789258502"
"0.0074307874180","0.06024096","0.1405048893476","0.1800296568172"
"0.0000398602374","0.02409639","0.0074307874180","0.0086010577340"
"0.0000472029127","0.00000000","0.0000398602374","0.0000584618720"
"0.0000618882634","0.00000000","0.0000472029127","0.0000942746082"
"0.0000318182597","0.00000000","0.0000618882634","0.0001014371554"
"0.0000561190185","0.00000000","0.0000318182597","0.0001109226909"
"0.0000430070983","0.00000000","0.0000561190185","0.0001051152202"
"0.0000456294823","0.00000000","0.0000430070983","0.0001159558322"
"0.0000510490760","0.00000000","0.0000456294823","0.0001035665614"
"0.0000421329703","0.00000000","0.0000510490760","0.0001302809267"
"0.0000575176233","0.00000000","0.0000421329703","0.0001337654092"
"0.0000468532615","0.00000000","0.0000575176233","0.0001029858143"
"0.0000459791335","0.00000000","0.0000468532615","0.0001308616738"
"0.0000524476808","0.00000000","0.0000459791335","0.0001056959673"
"0.0064232674695","0.00000000","0.0000524476808","0.0001058895497"
"0.1201953990796","0.01204819","0.0064232674695","0.0068895961098"
"0.3274983540170","0.03614458","0.1201953990796","0.0893847178344"
"0.4130754865484","0.14457831","0.3274983540170","0.1287825992690"
"0.4211174642735","0.25301205","0.4130754865484","0.1628337359846"
"0.5021141660137","0.32530120","0.4211174642735","0.2317877717896"
"0.3629704688088","0.36144578","0.5021141660137","0.1521092733693"
"0.3549110085234","0.32530120","0.3629704688088","0.1088629746639"
"0.1770784054367","0.25301205","0.3549110085234","0.3577711701666"
"0.0911393839076","0.15662651","0.1770784054367","0.2017437898780"
"0.0025631181615","0.04819277","0.0911393839076","0.1105587561172"
"0.0000421329703","0.02409639","0.0025631181615","0.0029724571021"
"0.0000229021540","0.00000000","0.0000421329703","0.0000722062194"
"0.0000491259944","0.00000000","0.0000229021540","0.0001318295856"
"0.0000428322727","0.00000000","0.0000491259944","0.0000898222140"
"0.0000486015176","0.00000000","0.0000428322727","0.0000975655083"
"0.0000286713988","0.00000000","0.0000486015176","0.0001027922319"
"0.0000262238404","0.00000000","0.0000286713988","0.0001051152202"
"0.0000232518052","0.00000000","0.0000262238404","0.0001235055442"
"0.0000440560519","0.00000000","0.0000232518052","0.0001409279564"
"0.0000290210501","0.00000000","0.0000440560519","0.0001221504677"
"0.0000321679109","0.00000000","0.0000290210501","0.0001266028619"
"0.0000442308775","0.00000000","0.0000321679109","0.0001322167503"
"0.0000555945417","0.00000000","0.0000442308775","0.0001165365793"
"0.0065292117848","0.00000000","0.0000555945417","0.0001128585145"
"0.1017565427608","0.03614458","0.0065292117848","0.0070860822028"
"0.3209598764752","0.09638554","0.1017565427608","0.0509837855417"
"0.3849460470707","0.19277108","0.3209598764752","0.1047319271511"
"0.4834427916432","0.28915663","0.3849460470707","0.1095598711516"
"0.5133379697083","0.31325301","0.4834427916432","0.1341641888125"
"0.4467294150720","0.32530120","0.5133379697083","0.1170127919222"
"0.2545611125622","0.30120482","0.4467294150720","0.1235752338475"
"0.2136781453661","0.24096386","0.2545611125622","0.2850035619154"
"0.0997320622813","0.20481928","0.2136781453661","0.2646754785356"
"0.0054944190423","0.10843373","0.0997320622813","0.1323193489438"
"0.0000543707624","0.07228916","0.0054944190423","0.0063223998018"
"0.0000339161669","0.03614458","0.0000543707624","0.0000627206839"
"0.0000375875046","0.03614458","0.0000339161669","0.0000731741312"
"0.0000312937829","0.02409639","0.0000375875046","0.0000656244193"
"0.0000486015176","0.02409639","0.0000312937829","0.0000950489376"
"0.0000440560519","0.01204819","0.0000486015176","0.0000813045902"
"0.0000410840166","0.01204819","0.0000440560519","0.0001080189556"
"0.0000505245992","0.01204819","0.0000410840166","0.0000905965434"
"0.0000423077959","0.01204819","0.0000505245992","0.0001078253732"
"0.0000468532615","0.00000000","0.0000423077959","0.0000969847612"
"0.0000517483784","0.00000000","0.0000468532615","0.0001144071734"
"0.0000625875658","0.00000000","0.0000517483784","0.0000995013318"
"0.0000510490760","0.00000000","0.0000625875658","0.0001144071734"
"0.0098376114907","0.00000000","0.0000510490760","0.0001093740321"
"0.1350241067024","0.01204819","0.0098376114907","0.0103514294121"
"0.2550331416895","0.06024096","0.1350241067024","0.0832191197423"
"0.3879705299978","0.16867470","0.2550331416895","0.0688533729790"
"0.4441594787120","0.26506024","0.3879705299978","0.0925439819117"
"0.4446315078394","0.33734940","0.4441594787120","0.1023973239175"
"0.3448935014876","0.37349398","0.4446315078394","0.2100871894939"
"0.3656802656510","0.36144578","0.3448935014876","0.2704074521464"
"0.1775853996845","0.28915663","0.3656802656510","0.4066507154804"
"0.0806131343678","0.19277108","0.1775853996845","0.2094290094778"
"0.0059362033404","0.07228916","0.0806131343678","0.0956064548101"
"0.0000435315751","0.03614458","0.0059362033404","0.0068094530137"
"0.0000489511688","0.00000000","0.0000435315751","0.0000834339962"
"0.0000416084934","0.00000000","0.0000489511688","0.0001085997027"
"0.0000307693061","0.00000000","0.0000416084934","0.0000921452023"
"0.0000465036103","0.00000000","0.0000307693061","0.0000950489376"
"0.0000454546567","0.00000000","0.0000465036103","0.0000735612959"
"0.0000459791335","0.00000000","0.0000454546567","0.0000892414669"
"0.0000479022151","0.01204819","0.0000459791335","0.0001029858143"
"0.0000421329703","0.00000000","0.0000479022151","0.0001115034380"
"0.0000519232040","0.01204819","0.0000421329703","0.0000979526730"
"0.0000395105862","0.01204819","0.0000519232040","0.0001093740321"
"0.0000391609350","0.01204819","0.0000395105862","0.0000921452023"
"0.0000421329703","0.01204819","0.0000391609350","0.0001051152202"
"0.0017146895115","0.01204819","0.0000421329703","0.0001056959673"
"0.0366619778440","0.03614458","0.0017146895115","0.0018583906337"
"0.2944388325426","0.08433735","0.0366619778440","0.0404238679304"
"0.3096836250998","0.19277108","0.2944388325426","0.2153139131512"
"0.4804532738367","0.27710843","0.3096836250998","0.2276838258069"
"0.5679360054378","0.32530120","0.4804532738367","0.2821191847860"
"0.4245615286471","0.34939759","0.5679360054378","0.3621654896859"
"0.2115540142930","0.32530120","0.4245615286471","0.3213970451589"
"0.1602951475755","0.26506024","0.2115540142930","0.2321168617977"
"0.0656777831274","0.18072289","0.1602951475755","0.1857538871337"
"0.0067384780312","0.07228916","0.0656777831274","0.0765695657561"
"0.0000321679109","0.02409639","0.0067384780312","0.0076223053336"
"0.0000384616326","0.00000000","0.0000321679109","0.0000735612959"
"0.0000396854118","0.00000000","0.0000384616326","0.0001151815028"
"0.0000409091910","0.00000000","0.0000396854118","0.0001136328440"
"0.0000363637254","0.00000000","0.0000409091910","0.0001064702967"
"0.0000402098886","0.00000000","0.0000363637254","0.0001014371554"
"0.0000302448293","0.00000000","0.0000402098886","0.0001155686675"
"0.0000312937829","0.00000000","0.0000302448293","0.0001329910797"
"0.0000314686085","0.02409639","0.0000312937829","0.0001393792975"
"0.0000319930853","0.03614458","0.0000314686085","0.0001298937620"
"0.0000332168645","0.02409639","0.0000319930853","0.0001157622499"
"0.0000333916901","0.02409639","0.0000332168645","0.0001279579384"
"0.0000372378534","0.01204819","0.0000333916901","0.0001289258502"
"0.0035190645572","0.01204819","0.0000372378534","0.0001256349501"
"0.0258000631470","0.03614458","0.0035190645572","0.0039454020318"
"0.0892844842627","0.08433735","0.0258000631470","0.0289715356501"
"0.1798581325199","0.16867470","0.0892844842627","0.1003530942204"
"0.2251904113052","0.21686747","0.1798581325199","0.2039699869913"
"0.2517289377981","0.24096386","0.2251904113052","0.2527527411262"
"0.2593688166370","0.25301205","0.2517289377981","0.2836097689401"
"0.2304526619471","0.27710843","0.2593688166370","0.2914498544261"
"0.1755224575724","0.22891566","0.2304526619471","0.2613865142786"
"0.0644592486765","0.18072289","0.1755224575724","0.1959169609119"
"0.0061096303383","0.09638554","0.0644592486765","0.0723649569473"
"0.0000236014564","0.04819277","0.0061096303383","0.0069219243635"
"0.0000365385510","0.02409639","0.0000236014564","0.0000764650313"
"0.0000332168645","0.01204819","0.0000365385510","0.0000863377315"
"0.0000363637254","0.01204819","0.0000332168645","0.0000882735551"
"0.0000244755844","0.00000000","0.0000363637254","0.0001186659853"
"0.0000262238404","0.00000000","0.0000244755844","0.0001157622499"
"0.0000370630278","0.01204819","0.0000262238404","0.0001014371554"
"0.0000440560519","0.00000000","0.0000370630278","0.0001140200087"
"0.0000332168645","0.00000000","0.0000440560519","0.0000857569845"
"0.0000351399461","0.00000000","0.0000332168645","0.0001068574614"
"0.0000447553543","0.00000000","0.0000351399461","0.0000739484606"
"0.0000524476808","0.00000000","0.0000447553543","0.0001033729790"
"0.0000552448905","0.00000000","0.0000524476808","0.0001070510438"
"0.0109683834891","0.00000000","0.0000552448905","0.0001260221148"
"0.1203684764263","0.01204819","0.0109683834891","0.0114287152326"
"0.1897707441941","0.06024096","0.1203684764263","0.1177271108220"
"0.2797709644744","0.16867470","0.1897707441941","0.1340093229263"
"0.1521133093682","0.25301205","0.2797709644744","0.2000209068946"
"0.1360643190385","0.26506024","0.1521133093682","0.1689702967230"
"0.3181801493920","0.31325301","0.1360643190385","0.1508122715728"
"0.1599454963701","0.16867470","0.3181801493920","0.3449560180883"
"0.1359943887975","0.14457831","0.1599454963701","0.1801787152326"
"0.0687652032715","0.12048193","0.1359943887975","0.1547807099052"
"0.0149281833907","0.06024096","0.0687652032715","0.0816569101158"
"0.0000386364582","0.03614458","0.0149281833907","0.0170013705631"
"0.0000288462244","0.01204819","0.0000386364582","0.0000913708728"
"0.0000389861094","0.01204819","0.0000288462244","0.0000942746082"
"0.0000487763432","0.01204819","0.0000389861094","0.0000836275785"
"0.0000435315751","0.02409639","0.0000487763432","0.0001000820789"
"0.0000498252968","0.03614458","0.0000435315751","0.0000905965434"
"0.0000473777383","0.03614458","0.0000498252968","0.0001144071734"
"0.0000435315751","0.03614458","0.0000473777383","0.0001058895497"
"0.0000339161669","0.04819277","0.0000435315751","0.0001029858143"
"0.0000375875046","0.06024096","0.0000339161669","0.0001091804497"
"0.0000410840166","0.06024096","0.0000375875046","0.0001345397386"
"0.0000363637254","0.04819277","0.0000410840166","0.0001277643561"
"0.0000517483784","0.06024096","0.0000363637254","0.0001014371554"
"0.0071166258099","0.04819277","0.0000517483784","0.0000969847612"
"0.0968107264598","0.07228916","0.0071166258099","0.0076457287989"
"0.2759597663351","0.10843373","0.0968107264598","0.0969460447253"
"0.4107677885925","0.18072289","0.2759597663351","0.1880381589543"
"0.4848938441458","0.27710843","0.4107677885925","0.2032150157963"
"0.4255580345826","0.32530120","0.4848938441458","0.2194372173698"
"0.4952260372665","0.34939759","0.4255580345826","0.3033164529517"
"0.3792467324221","0.32530120","0.4952260372665","0.5536958743728"
"0.2225855098247","0.27710843","0.3792467324221","0.4662160069380"
"0.0803736232921","0.19277108","0.2225855098247","0.2751115034380"
"0.0096334151867","0.07228916","0.0803736232921","0.1008215635260"
"0.0000435315751","0.02409639","0.0096334151867","0.0108398377006"
"0.0000377623302","0.01204819","0.0000435315751","0.0000663987487"
"0.0000351399461","0.00000000","0.0000377623302","0.0000787880196"
"0.0000428322727","0.00000000","0.0000351399461","0.0000722062194"
"0.0000599651817","0.00000000","0.0000428322727","0.0000718190547"
"0.0000370630278","0.00000000","0.0000599651817","0.0000613656074"
"0.0000396854118","0.00000000","0.0000370630278","0.0000863377315"
"0.0000449301799","0.00000000","0.0000396854118","0.0000712383076"
"0.0000421329703","0.01204819","0.0000449301799","0.0000754971195"
"0.0000583917513","0.00000000","0.0000421329703","0.0000855634021"
"0.0000473777383","0.00000000","0.0000583917513","0.0001115034380"
"0.0000653847754","0.00000000","0.0000473777383","0.0001269900266"
"0.0000608393097","0.00000000","0.0000653847754","0.0001366691445"
"0.0025844468850","0.00000000","0.0000608393097","0.0001602861922"
"0.0602424551389","0.02409639","0.0025844468850","0.0030013008734"
"0.1235468058838","0.06024096","0.0602424551389","0.0676531623614"
"0.3192116204480","0.16867470","0.1235468058838","0.1396038530632"
"0.2479002570985","0.26506024","0.3192116204480","0.3002191352289"
"0.2755751500091","0.33734940","0.2479002570985","0.2447771479898"
"0.5052785094229","0.37349398","0.2755751500091","0.2922048256210"
"0.4156104577878","0.34939759","0.5052785094229","0.5973486960292"
"0.1923057154336","0.28915663","0.4156104577878","0.5258393731029"
"0.0861743367903","0.19277108","0.1923057154336","0.2439060273803"
"0.0101374373993","0.07228916","0.0861743367903","0.1125836275785"
"0.0000389861094","0.02409639","0.0101374373993","0.0125636885957"
"0.0000486015176","0.00000000","0.0000389861094","0.0000900157963"
"0.0000487763432","0.00000000","0.0000486015176","0.0000834339962"
"0.0000363637254","0.00000000","0.0000487763432","0.0000696896488"
"0.0000403847142","0.00000000","0.0000363637254","0.0000929195317"
"0.0000423077959","0.00000000","0.0000403847142","0.0000884671375"
"0.0000396854118","0.00000000","0.0000423077959","0.0000989205848"
"0.0000536714600","0.01204819","0.0000396854118","0.0001078253732"
"0.0000561190185","0.01204819","0.0000536714600","0.0000935002788"
"0.0000536714600","0.00000000","0.0000561190185","0.0000892414669"
"0.0000421329703","0.00000000","0.0000536714600","0.0001194403147"
"0.0000480770407","0.00000000","0.0000421329703","0.0000874992257"
"0.0000391609350","0.01204819","0.0000480770407","0.0000936938611"
"0.0152131491231","0.01204819","0.0000391609350","0.0000944681905"
"0.1497181986110","0.03614458","0.0152131491231","0.0161300563712"
"0.3149109106211","0.08433735","0.1497181986110","0.1641694542526"
"0.4498587933607","0.19277108","0.3149109106211","0.3239329740445"
"0.5303834659735","0.30120482","0.4498587933607","0.4468577711702"
"0.5620094175056","0.34939759","0.5303834659735","0.5158892399182"
"0.5013798984823","0.38554217","0.5620094175056","0.6351940469553"
"0.4061523926807","0.37349398","0.5013798984823","0.6135902558384"
"0.2128302411929","0.32530120","0.4061523926807","0.5047195378802"
"0.0562109767402","0.22891566","0.2128302411929","0.2735822028124"
"0.0082919783370","0.12048193","0.0562109767402","0.0708375921452"
"0.0000582169257","0.06024096","0.0082919783370","0.0102226971443"
"0.0000505245992","0.02409639","0.0000582169257","0.0000873056433"
"0.0000561190185","0.01204819","0.0000505245992","0.0000749163724"
"0.0000557693673","0.01204819","0.0000561190185","0.0000720126371"
"0.0000541959368","0.01204819","0.0000557693673","0.0000720126371"
"0.0000468532615","0.00000000","0.0000541959368","0.0000849826550"
"0.0000363637254","0.00000000","0.0000468532615","0.0000834339962"
"0.0000592658793","0.00000000","0.0000363637254","0.0000764650313"
"0.0000440560519","0.00000000","0.0000592658793","0.0000805302608"
"0.0000440560519","0.00000000","0.0000440560519","0.0000768521960"
"0.0000423077959","0.00000000","0.0000440560519","0.0000898222140"
"0.0000470280871","0.00000000","0.0000423077959","0.0000814981726"
"0.0000479022151","0.00000000","0.0000470280871","0.0000935002788"
"0.0067281633207","0.00000000","0.0000479022151","0.0000708511429"
"0.0280168517895","0.01204819","0.0067281633207","0.0076819286997"
"0.0650012080449","0.03614458","0.0280168517895","0.0318965650746"
"0.0865222397397","0.03614458","0.0650012080449","0.0739232949266"
"0.2416415005212","0.03614458","0.0865222397397","0.0983959765843"
"0.4911176356026","0.07228916","0.2416415005212","0.2655678932045"
"0.2304876270676","0.16867470","0.4911176356026","0.5571803568110"
"0.2142812936955","0.08433735","0.2304876270676","0.2634384872700"
"0.1743511260342","0.08433735","0.2142812936955","0.2446997150468"
"0.0591200747694","0.06024096","0.1743511260342","0.2022277457722"
"0.0058730912978","0.02409639","0.0591200747694","0.0676802638915"
"0.0000524476808","0.01204819","0.0058730912978","0.0066749132751"
"0.0000592658793","0.00000000","0.0000524476808","0.0000886607198"
"0.0000524476808","0.00000000","0.0000592658793","0.0001078253732"
"0.0000377623302","0.00000000","0.0000524476808","0.0000884671375"
"0.0000428322727","0.00000000","0.0000377623302","0.0000993077495"
"0.0000430070983","0.00000000","0.0000428322727","0.0000857569845"
"0.0000543707624","0.00000000","0.0000430070983","0.0000836275785"
"0.0000524476808","0.00000000","0.0000543707624","0.0001111162733"
"0.0000531469832","0.00000000","0.0000524476808","0.0001478969213"
"0.0000571679721","0.00000000","0.0000531469832","0.0001393792975"
